Row,Plot_ID,FG,FG_Diversity,Date_Surveyed,Subplot_Type,SubplotID,Survey_Number,SurveyID,TaxonomicID,Pollinator_Species_Code,Plant_Species,No_Visits
5,31,1,1,20-Jul-16,R,31.R,1,31.R.1,Nitidulidae,Pollen_Beetle,Leontodon_hispidus,1
5,31,1,1,22-Jul-16,C,31.C,2,31.C.2,Nitidulidae,Pollen_Beetle,Leontodon_hispidus,1
5,31,1,1,22-Jul-16,D,31.D,2,31.D.2,Nitidulidae,Pollen_Beetle,Leontodon_hispidus,1
5,31,1,1,22-Jul-16,R,31.R,2,31.R.2,Nitidulidae,Pollen_Beetle,Leontodon_hispidus,1
5,31,1,1,22-Jul-16,D,31.D,2,31.D.2,Sarcophagidae,Sarcoph,Daucus_carota,2
5,31,1,1,22-Jul-16,R,31.R,2,31.R.2,Sarcophagidae,Sarcoph,Daucus_carota,1
5,31,1,1,20-Jul-16,R,31.R,1,31.R.1,Apoidea,SolBee_small,Daucus_carota,1
5,31,1,1,22-Jul-16,C,31.C,2,31.C.2,Syrphidae,Syrphid_small_yb,Daucus_carota,1
5,31,1,1,22-Jul-16,D,31.D,2,31.D.2,Syrphidae,Syrphid_small_yb,Daucus_carota,1
5,32,23,2,20-Jul-16,C,32.C,1,32.C.1,Diptera,Diptera_med,Crepis_capillaris,1
5,32,23,2,22-Jul-16,C,32.C,2,32.C.2,Diptera,Diptera_med,Onobrychis_viciifolia,1
5,32,23,2,20-Jul-16,C,32.C,1,32.C.1,Diptera,Diptera_minute,Crepis_capillaris,2
5,32,23,2,20-Jul-16,C,32.C,1,32.C.1,Parasitica,Parastic_Wasp_minute,Onobrychis_viciifolia,1
5,32,23,2,20-Jul-16,C,32.C,1,32.C.1,Nitidulidae,Pollen_Beetle,Crepis_capillaris,5
5,32,23,2,22-Jul-16,C,32.C,2,32.C.2,Nitidulidae,Pollen_Beetle,Crepis_capillaris,3
5,32,23,2,22-Jul-16,C,32.C,2,32.C.2,Apoidea,SolBee_small,Onobrychis_viciifolia,1
5,32,23,2,22-Jul-16,C,32.C,2,32.C.2,Syrphidae,Syrphid_med_yb,Crepis_capillaris,1
5,32,23,2,20-Jul-16,C,32.C,1,32.C.1,Syrphidae,Syrphid_small_yb,Crepis_capillaris,2
5,33,12,2,20-Jul-16,C,33.C,1,33.C.1,Diptera,Diptera_med,Leontodon_hispidus,1
5,33,12,2,22-Jul-16,C,33.C,2,33.C.2,Eristalis_spp,Eristalis_lrg,Daucus_carota,2
5,33,12,2,22-Jul-16,C,33.C,2,33.C.2,Eristalis_spp,Eristalis_med,Scabiosa_columbaria,1
5,34,2,1,22-Jul-16,R,34.R,2,34.R.2,Bombus_lapidarius,Bombus_lap,Prunella_vulgaris,4
5,34,2,1,20-Jul-16,C,34.C,1,34.C.1,Diptera,Diptera_med,Ranunculus_repens,1
5,34,2,1,22-Jul-16,C,34.C,2,34.C.2,Diptera,Diptera_med,Daucus_carota,1
5,34,2,1,20-Jul-16,R,34.R,1,34.R.1,Eristalis_spp,Eristalis,Daucus_carota,4
5,34,2,1,22-Jul-16,C,34.C,2,34.C.2,Eristalis_spp,Eristalis,Lotus_corniculatus,1
5,34,2,1,22-Jul-16,R,34.R,2,34.R.2,Eristalis_spp,Eristalis,Daucus_carota,8
5,34,2,1,20-Jul-16,R,34.R,1,34.R.1,Parasitica,Parastic_Wasp_minute,Daucus_carota,1
5,34,2,1,22-Jul-16,R,34.R,2,34.R.2,Parasitica,Parastic_Wasp_minute,Daucus_carota,1
5,34,2,1,20-Jul-16,C,34.C,1,34.C.1,Nitidulidae,Pollen_Beetle,Crepis_capillaris,1
5,34,2,1,20-Jul-16,C,34.C,1,34.C.1,Nitidulidae,Pollen_Beetle,Ranunculus_repens,1
5,34,2,1,22-Jul-16,C,34.C,2,34.C.2,Apoidea,SolBee_small,Ranunculus_repens,7
5,34,2,1,20-Jul-16,D,34.D,1,34.D.1,Syrphidae,Syrphid_small_yb,Daucus_carota,1
5,34,2,1,20-Jul-16,R,34.R,1,34.R.1,Syrphidae,Syrphid_small_yb,Daucus_carota,1
5,34,2,1,22-Jul-16,D,34.D,2,34.D.2,Syrphidae,Syrphid_small_yb,Daucus_carota,1
5,34,2,1,22-Jul-16,R,34.R,2,34.R.2,Syrphidae,Syrphid_small_yb,Daucus_carota,1
5,35,13,2,22-Jul-16,C,35.C,2,35.C.2,Bombus_lapidarius,Bombus_lap,Onobrychis_viciifolia,13
5,35,13,2,22-Jul-16,C,35.C,2,35.C.2,Cercopoidea,Cercopoidea,Crepis_capillaris,1
5,35,13,2,20-Jul-16,C,35.C,1,35.C.1,Diptera,Diptera_med,Daucus_carota,1
5,35,13,2,22-Jul-16,C,35.C,2,35.C.2,Nitidulidae,Pollen_Beetle,Leontodon_hispidus,1
6,36,2,1,21-Jul-16,C,36.C,2,36.C.2,Diptera,Diptera_minute,Lathyrus_pratensis,1
6,36,2,1,21-Jul-16,D,36.D,2,36.D.2,Nitidulidae,Pollen_Beetle,Lathyrus_pratensis,1
6,36,2,1,21-Jul-16,R,36.R,2,36.R.2,Nitidulidae,Pollen_Beetle,Crepis_capillaris,3
6,36,2,1,18-Jul-16,R,36.R,1,36.R.1,Syrphidae,Syrphid_small_metallic,Prunella_vulgaris,1
6,37,1,1,18-Jul-16,C,37.C,1,37.C.1,Bombus_lapidarius,Bombus_lap,Daucus_carota,1
6,37,1,1,18-Jul-16,D,37.D,1,37.D.1,Diptera,Diptera_med,Daucus_carota,2
6,37,1,1,18-Jul-16,R,37.R,1,37.R.1,Diptera,Diptera_med,Daucus_carota,4
6,37,1,1,21-Jul-16,C,37.C,2,37.C.2,Diptera,Diptera_med,Leontodon_hispidus,3
6,37,1,1,21-Jul-16,D,37.D,2,37.D.2,Diptera,Diptera_med,Daucus_carota,2
6,37,1,1,21-Jul-16,D,37.D,2,37.D.2,Diptera,Diptera_med,Leontodon_hispidus,2
6,37,1,1,21-Jul-16,R,37.R,2,37.R.2,Diptera,Diptera_med,Crepis_capillaris,2
6,37,1,1,21-Jul-16,R,37.R,2,37.R.2,Diptera,Diptera_med,Daucus_carota,2
6,37,1,1,21-Jul-16,R,37.R,2,37.R.2,Diptera,Diptera_med,Hypochaeris_radicata,1
6,37,1,1,18-Jul-16,C,37.C,1,37.C.1,Diptera,Diptera_minute,Daucus_carota,2
6,37,1,1,18-Jul-16,D,37.D,1,37.D.1,Diptera,Diptera_minute,Daucus_carota,2
6,37,1,1,21-Jul-16,C,37.C,2,37.C.2,Diptera,Diptera_minute,Daucus_carota,1
6,37,1,1,21-Jul-16,R,37.R,2,37.R.2,Diptera,Diptera_minute,Daucus_carota,2
6,37,1,1,18-Jul-16,R,37.R,1,37.R.1,Eristalis_spp,Eristalis,Daucus_carota,2
6,37,1,1,21-Jul-16,C,37.C,2,37.C.2,Eristalis_spp,Eristalis_med,Daucus_carota,4
6,37,1,1,18-Jul-16,C,37.C,1,37.C.1,Hemiptera,Heteroptera,Daucus_carota,3
6,37,1,1,21-Jul-16,D,37.D,2,37.D.2,Oedemera_nobilis,Oedemera_nobilis,Daucus_carota,1
6,37,1,1,18-Jul-16,C,37.C,1,37.C.1,Nitidulidae,Pollen_Beetle,Lotus_corniculatus,1
6,37,1,1,18-Jul-16,D,37.D,1,37.D.1,Nitidulidae,Pollen_Beetle,Leontodon_hispidus,2
6,37,1,1,21-Jul-16,C,37.C,2,37.C.2,Nitidulidae,Pollen_Beetle,Leontodon_hispidus,1
6,37,1,1,21-Jul-16,C,37.C,2,37.C.2,Nitidulidae,Pollen_Beetle,Pilosella_aurantiaca,1
6,37,1,1,21-Jul-16,D,37.D,2,37.D.2,Nitidulidae,Pollen_Beetle,Leontodon_hispidus,2
6,37,1,1,18-Jul-16,C,37.C,1,37.C.1,Apoidea,SolBee_small,Hypochaeris_radicata,1
6,37,1,1,21-Jul-16,D,37.D,2,37.D.2,Syrphidae,Syrphid_med,Daucus_carota,4
6,37,1,1,21-Jul-16,R,37.R,2,37.R.2,Syrphidae,Syrphid_med,Daucus_carota,1
6,37,1,1,18-Jul-16,C,37.C,1,37.C.1,Syrphidae,Syrphid_med_blackshiny,Daucus_carota,1
6,37,1,1,21-Jul-16,C,37.C,2,37.C.2,Syrphidae,Syrphid_med_blackshiny,Daucus_carota,1
6,37,1,1,18-Jul-16,D,37.D,1,37.D.1,Syrphidae,Syrphid_med_yb,Daucus_carota,1
6,37,1,1,21-Jul-16,R,37.R,2,37.R.2,Syrphidae,Syrphid_med_yb,Crepis_capillaris,1
6,37,1,1,21-Jul-16,R,37.R,2,37.R.2,Syrphidae,Syrphid_med_yb,Daucus_carota,3
6,37,1,1,18-Jul-16,D,37.D,1,37.D.1,Syrphidae,Syrphid_small,Daucus_carota,2
6,37,1,1,18-Jul-16,R,37.R,1,37.R.1,Syrphidae,Syrphid_small_yb,Daucus_carota,2
6,38,3,1,21-Jul-16,C,38.C,2,38.C.2,Bombus_lapidarius,Bombus_lap,Onobrychis_viciifolia,11
6,38,3,1,21-Jul-16,D,38.D,2,38.D.2,Bombus_lapidarius,Bombus_lap,Onobrychis_viciifolia,1
6,38,3,1,21-Jul-16,R,38.R,2,38.R.2,Bombus_lapidarius,Bombus_lap,Onobrychis_viciifolia,5
6,38,3,1,18-Jul-16,C,38.C,1,38.C.1,Diptera,Diptera_med,Galium_mollugo,1
6,38,3,1,21-Jul-16,R,38.R,2,38.R.2,Diptera,Diptera_med,Daucus_carota,2
6,38,3,1,18-Jul-16,D,38.D,1,38.D.1,Diptera,Diptera_small,Leucanthemum_vulgare,1
6,38,3,1,18-Jul-16,C,38.C,1,38.C.1,Eristalis_spp,Eristalis,Leucanthemum_vulgare,1
6,38,3,1,18-Jul-16,R,38.R,1,38.R.1,Eristalis_spp,Eristalis,Daucus_carota,3
6,38,3,1,18-Jul-16,R,38.R,1,38.R.1,Eristalis_spp,Eristalis,Leucanthemum_vulgare,1
6,38,3,1,18-Jul-16,D,38.D,1,38.D.1,Eristalis_spp,Eristalis_med,Leucanthemum_vulgare,2
6,38,3,1,21-Jul-16,C,38.C,2,38.C.2,Eristalis_spp,Eristalis_med,Leucanthemum_vulgare,1
6,38,3,1,21-Jul-16,D,38.D,2,38.D.2,Eristalis_spp,Eristalis_med,Leucanthemum_vulgare,3
6,38,3,1,18-Jul-16,R,38.R,1,38.R.1,Nitidulidae,Pollen_Beetle,Leucanthemum_vulgare,1
6,38,3,1,21-Jul-16,C,38.C,2,38.C.2,Nitidulidae,Pollen_Beetle,Crepis_capillaris,4
6,38,3,1,18-Jul-16,R,38.R,1,38.R.1,Scathophagidae,Scathophagidae,Daucus_carota,1
6,38,3,1,18-Jul-16,R,38.R,1,38.R.1,Syrphidae,Syrphid_lrg,Daucus_carota,6
6,38,3,1,18-Jul-16,R,38.R,1,38.R.1,Syrphidae,Syrphid_small,Leucanthemum_vulgare,2
6,38,3,1,18-Jul-16,C,38.C,1,38.C.1,Syrphidae,Syrphid_small_metallic,Galium_mollugo,1
6,38,3,1,18-Jul-16,C,38.C,1,38.C.1,Syrphidae,Syrphid_small_metallic,Leucanthemum_vulgare,2
6,38,3,1,18-Jul-16,R,38.R,1,38.R.1,Syrphidae,Syrphid_small_metallic,Leucanthemum_vulgare,3
6,39,23,2,18-Jul-16,C,39.C,1,39.C.1,Bombus_lapidarius,Bombus_lap,Onobrychis_viciifolia,1
6,39,23,2,21-Jul-16,C,39.C,2,39.C.2,Bombus_lapidarius,Bombus_lap,Onobrychis_viciifolia,33
6,39,23,2,21-Jul-16,C,39.C,2,39.C.2,Eristalis_spp,Eristalis_lrg,Leucanthemum_vulgare,1
6,39,23,2,18-Jul-16,C,39.C,1,39.C.1,Syrphidae,Syrphid_med_blackshiny,Leucanthemum_vulgare,1
6,40,13,2,20-Jul-16,C,40.C,1,40.C.1,Bombus_lapidarius,Bombus_lap,Onobrychis_viciifolia,3
6,40,13,2,21-Jul-16,C,40.C,2,40.C.2,Bombus_lapidarius,Bombus_lap,Onobrychis_viciifolia,16
6,40,13,2,21-Jul-16,C,40.C,2,40.C.2,Diptera,Diptera_med,Daucus_carota,1
6,40,13,2,21-Jul-16,C,40.C,2,40.C.2,Eristalis_spp,Eristalis_med,Daucus_carota,6
6,40,13,2,21-Jul-16,C,40.C,2,40.C.2,Sarcophagidae,Sarcoph,Daucus_carota,1
6,40,13,2,21-Jul-16,C,40.C,2,40.C.2,Sepsidae,Sepsidae,Daucus_carota,1
6,40,13,2,20-Jul-16,C,40.C,1,40.C.1,Syrphidae,Syrphid_small_yb,Daucus_carota,7
6,41,12,2,21-Jul-16,C,41.C,2,41.C.2,Hemiptera,Heteroptera,Crepis_capillaris,1
6,41,12,2,18-Jul-16,C,41.C,1,41.C.1,Nitidulidae,Pollen_Beetle,Lathyrus_pratensis,1
6,41,12,2,18-Jul-16,C,41.C,1,41.C.1,Nitidulidae,Pollen_Beetle,Leontodon_hispidus,2
6,41,12,2,21-Jul-16,C,41.C,2,41.C.2,Sepsidae,Sepsidae,Daucus_carota,1
6,41,12,2,18-Jul-16,C,41.C,1,41.C.1,Apoidea,SolBee_small,Prunella_vulgaris,2
6,42,123,3,18-Jul-16,D,42.D,1,42.D.1,Apis_melifera,Apis_melifera,Achillea_millefolium,0
6,42,123,3,18-Jul-16,R,42.R,1,42.R.1,Apis_melifera,Apis_melifera,Achillea_millefolium,0
6,42,123,3,18-Jul-16,C,42.C,1,42.C.1,Cercopoidea,Cercopoidea,Daucus_carota,2
6,42,123,3,18-Jul-16,C,42.C,1,42.C.1,Diptera,Diptera_small,Onobrychis_viciifolia,2
6,42,123,3,18-Jul-16,C,42.C,1,42.C.1,Hemiptera,Heteroptera,Lotus_corniculatus,1
6,42,123,3,21-Jul-16,C,42.C,2,42.C.2,Hemiptera,Heteroptera,Onobrychis_viciifolia,1
6,42,123,3,18-Jul-16,C,42.C,1,42.C.1,Parasitica,Parastic_Wasp_minute,Daucus_carota,18
6,42,123,3,18-Jul-16,C,42.C,1,42.C.1,Parasitica,Parastic_Wasp_minute,Galium_mollugo,1
6,42,123,3,18-Jul-16,C,42.C,1,42.C.1,Parasitica,Parastic_Wasp_minute,Leucanthemum_vulgare,1
6,42,123,3,18-Jul-16,C,42.C,1,42.C.1,Parasitica,Parastic_Wasp_minute,Onobrychis_viciifolia,2
6,42,123,3,18-Jul-16,C,42.C,1,42.C.1,Nitidulidae,Pollen_Beetle,Lotus_corniculatus,1
